datetime,open,high,low,close,volume
2025-05-01 00:00:00,1793.61,1799.0,1792.52,1795.59,1009.98744
2025-05-01 00:15:00,1795.59,1796.99,1793.0,1794.42,567.05735
2025-05-01 00:30:00,1794.42,1796.98,1793.21,1795.99,676.15832
2025-05-01 00:45:00,1795.99,1798.2,1795.79,1797.76,869.53979
2025-05-01 01:00:00,1797.76,1806.32,1797.75,1802.84,1655.15722
2025-05-01 01:15:00,1802.84,1806.64,1800.82,1802.0,1009.04425
2025-05-01 01:30:00,1802.0,1806.04,1800.3,1804.01,1214.90594
2025-05-01 01:45:00,1804.01,1810.55,1800.92,1809.91,1365.89305
2025-05-01 02:00:00,1809.91,1816.21,1807.12,1810.2,2232.39842
2025-05-01 02:15:00,1810.2,1815.69,1810.2,1815.08,2095.80098
2025-05-01 02:30:00,1815.08,1819.0,1812.6,1814.11,2192.10588
2025-05-01 02:45:00,1814.11,1814.65,1806.23,1807.56,2097.80163
2025-05-01 03:00:00,1807.56,1813.1,1806.49,1809.0,1212.35736
2025-05-01 03:15:00,1809.0,1811.9,1807.86,1811.89,699.31353
2025-05-01 03:30:00,1811.89,1814.19,1809.89,1812.38,1041.10909
2025-05-01 03:45:00,1812.38,1812.38,1805.99,1808.0,953.18667
2025-05-01 04:00:00,1808.0,1810.37,1805.55,1807.96,805.34095
2025-05-01 04:15:00,1807.96,1809.12,1804.0,1806.6,718.8834
2025-05-01 04:30:00,1806.6,1809.7,1805.55,1809.68,558.33088
2025-05-01 04:45:00,1809.68,1809.9,1807.03,1808.99,469.88128
2025-05-01 05:00:00,1808.99,1809.89,1805.61,1809.7,835.78305
2025-05-01 05:15:00,1809.7,1810.51,1806.39,1808.56,917.63215
2025-05-01 05:30:00,1808.56,1814.8,1807.0,1813.73,1015.70681
2025-05-01 05:45:00,1813.73,1816.75,1810.48,1813.68,1307.93092
2025-05-01 06:00:00,1813.68,1815.19,1809.59,1810.16,835.54842
2025-05-01 06:15:00,1810.16,1811.52,1808.27,1809.28,733.54378
2025-05-01 06:30:00,1809.28,1810.71,1805.39,1805.99,556.04219
2025-05-01 06:45:00,1805.99,1808.25,1805.14,1806.54,733.66936
2025-05-01 07:00:00,1806.54,1807.36,1802.68,1807.31,782.60245
2025-05-01 07:15:00,1807.31,1810.25,1804.89,1808.89,777.91951
2025-05-01 07:30:00,1808.89,1813.04,1808.58,1811.86,1176.44267
2025-05-01 07:45:00,1811.86,1814.77,1810.36,1810.59,1025.30521
2025-05-01 08:00:00,1810.59,1814.81,1808.8,1813.93,1289.33443
2025-05-01 08:15:00,1813.93,1816.43,1811.89,1813.24,1329.38161
2025-05-01 08:30:00,1813.24,1820.0,1813.01,1813.97,1405.89246
2025-05-01 08:45:00,1813.97,1819.6,1813.96,1817.84,1157.59435
2025-05-01 09:00:00,1817.84,1818.4,1814.93,1815.8,870.32725
2025-05-01 09:15:00,1815.8,1820.0,1815.22,1818.95,1118.16531
2025-05-01 09:30:00,1818.95,1824.17,1818.0,1820.09,2399.73547
2025-05-01 09:45:00,1820.09,1824.19,1817.4,1817.52,2141.36976
2025-05-01 10:00:00,1817.52,1821.93,1817.52,1820.79,1422.61289
2025-05-01 10:15:00,1820.79,1843.6,1820.78,1841.49,4801.37246
2025-05-01 10:30:00,1841.49,1850.34,1834.19,1839.24,3982.31888
2025-05-01 10:45:00,1839.24,1849.56,1834.59,1847.4,3065.30489
2025-05-01 11:00:00,1847.4,1859.19,1845.04,1848.9,3903.9552
2025-05-01 11:15:00,1848.9,1849.18,1838.2,1840.76,2301.89261
2025-05-01 11:30:00,1840.76,1845.2,1840.76,1843.91,2055.28258
2025-05-01 11:45:00,1843.91,1848.41,1843.82,1845.57,1722.29826
2025-05-01 12:00:00,1845.57,1855.0,1842.07,1852.94,3009.10853
2025-05-01 12:15:00,1852.94,1853.6,1844.32,1846.0,2138.55327
2025-05-01 12:30:00,1846.0,1852.8,1843.2,1852.01,2501.54764
2025-05-01 12:45:00,1852.01,1852.57,1848.41,1849.29,1306.97163
2025-05-01 13:00:00,1849.29,1849.77,1845.3,1849.46,1425.80878
2025-05-01 13:15:00,1849.46,1851.48,1844.93,1851.48,2203.98666
2025-05-01 13:30:00,1851.48,1851.68,1825.58,1834.1,4948.95554
2025-05-01 13:45:00,1834.1,1837.75,1825.53,1826.91,4197.35985
2025-05-01 14:00:00,1826.91,1839.07,1826.91,1838.0,3923.78213
2025-05-01 14:15:00,1838.0,1841.86,1836.2,1840.13,1975.4008
