datetime,open,high,low,close,volume
2025-01-01 00:00:00,93576.01,94500.01,93489.03,93838.03,1110.54758849
2025-01-01 04:00:00,93838.03,93937.19,93520.0,93684.1,621.68249729
2025-01-01 08:00:00,93684.1,93756.02,92900.0,93444.65,1026.16970082
2025-01-01 12:00:00,93444.65,94500.0,93407.07,94432.94,1877.68333833
2025-01-01 16:00:00,94432.94,94822.04,93760.93,94627.08,1110.78281885
2025-01-01 20:00:00,94627.08,95151.02,94546.0,94591.79,1059.19522058
2025-01-02 00:00:00,94591.79,95516.0,94392.0,95010.34,2114.70870276
2025-01-02 04:00:00,95010.34,96000.0,94984.84,95822.01,937.91931036
2025-01-02 08:00:00,95822.01,96876.38,95640.05,96732.99,1048.44559552
2025-01-02 12:00:00,96732.99,97400.0,95933.0,96455.0,1693.72812119
2025-01-02 16:00:00,96455.0,97771.77,96055.14,97317.74,1530.53813739
2025-01-02 20:00:00,97317.74,97839.5,96682.68,96984.79,752.64503668
2025-01-03 00:00:00,96984.79,97342.44,96650.0,97062.3,826.87262027
2025-01-03 04:00:00,97062.3,97066.18,96280.5,96304.01,924.83227947
2025-01-03 08:00:00,96304.01,96822.7,96100.01,96757.58,1038.67383342
2025-01-03 12:00:00,96757.58,97652.87,96482.52,97521.35,1784.68768751
2025-01-03 16:00:00,97521.35,98976.91,97406.54,98596.84,1479.82079057
2025-01-03 20:00:00,98596.84,98748.0,98067.99,98174.18,854.02918296
2025-01-04 00:00:00,98174.18,98314.15,97800.0,98200.0,528.60729527
2025-01-04 04:00:00,98200.0,98350.0,97862.87,98271.87,432.66289406
2025-01-04 08:00:00,98271.87,98302.37,97545.28,97889.39,482.42570494
2025-01-04 12:00:00,97889.39,98152.02,97514.79,97664.69,669.41246827
2025-01-04 16:00:00,97664.69,98350.0,97550.0,98166.26,613.75969661
2025-01-04 20:00:00,98166.26,98777.83,98146.64,98220.51,668.23406499
2025-01-05 00:00:00,98220.51,98391.59,98050.0,98187.96,365.66446125
2025-01-05 04:00:00,98187.96,98522.76,98187.96,98268.78,250.06066336
2025-01-05 08:00:00,98268.78,98268.78,97600.0,97641.63,353.05746684
2025-01-05 12:00:00,97641.63,98281.88,97276.8,98028.98,544.93714133
2025-01-05 16:00:00,98028.98,98332.53,97580.0,98079.63,402.99334626
2025-01-05 20:00:00,98079.63,98836.85,98024.0,98363.61,469.39139803
2025-01-06 00:00:00,98363.61,99308.0,97920.0,99037.56,899.3221158
2025-01-06 04:00:00,99037.56,99890.0,99037.56,99318.7,1385.06752458
2025-01-06 08:00:00,99318.7,99625.69,98711.94,99260.0,1334.14052889
2025-01-06 12:00:00,99260.0,102465.84,98724.85,102130.58,3600.56648788
2025-01-06 16:00:00,102130.58,102477.11,101250.0,101817.22,2761.38353126
2025-01-06 20:00:00,101817.22,102329.98,101600.05,102235.6,1317.75406752
2025-01-07 00:00:00,102235.6,102702.85,101512.91,101708.08,1980.18382188
2025-01-07 04:00:00,101708.08,102015.01,101582.79,101664.8,1119.19880874
2025-01-07 08:00:00,101664.8,101995.64,100473.8,100830.86,1267.98669328
2025-01-07 12:00:00,100830.86,100960.05,97161.01,97952.61,4099.29549228
2025-01-07 16:00:00,97952.61,98347.77,96327.95,96451.98,2603.16902335
2025-01-07 20:00:00,96451.98,97220.76,96181.98,96954.6,1796.84861885
2025-01-08 00:00:00,96954.6,97268.65,96220.0,96525.2,3125.39957227
2025-01-08 04:00:00,96525.2,96654.61,95250.76,95657.08,3573.08583167
2025-01-08 08:00:00,95657.08,96132.47,94550.0,95134.92,2727.9541522
2025-01-08 12:00:00,95134.92,96057.04,94624.43,95493.77,4599.40107264
2025-01-08 16:00:00,95493.77,95549.24,92550.0,94243.89,3038.16203828
2025-01-08 20:00:00,94243.89,95310.94,93606.39,95068.15,1541.08858131
2025-01-09 00:00:00,95068.15,95382.32,93451.87,94027.9,2857.10952466
2025-01-09 04:00:00,94027.9,94618.62,93194.57,93221.58,1909.47303082
2025-01-09 08:00:00,93221.58,93873.76,92758.96,93465.22,2024.88070266
2025-01-09 12:00:00,93465.22,94580.02,91800.01,94244.01,2372.87461134
2025-01-09 16:00:00,94244.01,94676.95,91903.52,91909.59,2656.66015669
