timestamp,open,high,low,close,volume
2026-01-31 23:30:00,78975.17,79177.16,78760.75,78839.36,234.78375
2026-01-31 23:45:00,78839.36,78941.91,78648.66,78741.09,308.20002
2026-02-01 00:00:00,78741.1,79393.25,78644.09,79337.87,578.79118
2026-02-01 00:15:00,79337.87,79424.0,78970.46,79089.36,350.74162
2026-02-01 00:30:00,79089.37,79225.99,78755.0,78755.54,454.12618
2026-02-01 00:45:00,78755.54,79123.67,78745.0,78902.31,354.367
2026-02-01 01:00:00,78902.31,78943.62,78408.18,78696.13,446.35493
2026-02-01 01:15:00,78696.13,78873.57,78388.56,78834.31,302.24242
2026-02-01 01:30:00,78834.31,78872.43,78293.35,78343.5,229.78093
2026-02-01 01:45:00,78343.5,78549.2,78284.0,78532.17,184.72256
2026-02-01 02:00:00,78532.32,78856.61,78378.0,78817.97,249.08922
2026-02-01 02:15:00,78817.96,78899.71,78520.0,78630.0,159.72196
2026-02-01 02:30:00,78630.0,78810.09,78612.6,78749.48,157.71569
2026-02-01 02:45:00,78749.48,79060.44,78730.0,78900.01,196.41782
2026-02-01 03:00:00,78900.01,79008.36,78746.58,78864.18,154.96779
2026-02-01 03:15:00,78864.18,78894.0,78666.73,78742.93,158.40058
2026-02-01 03:30:00,78742.93,78865.1,78686.0,78733.27,157.23274
2026-02-01 03:45:00,78733.26,78916.47,78733.26,78868.28,123.70922
2026-02-01 04:00:00,78868.29,79005.49,78720.97,78964.13,116.60777
2026-02-01 04:15:00,78964.12,79119.3,78906.03,78931.67,157.82296
2026-02-01 04:30:00,78931.68,79018.0,78916.6,79012.99,84.7949
2026-02-01 04:45:00,79012.99,79061.4,78969.71,78971.75,81.81625
2026-02-01 05:00:00,78973.22,79006.0,78735.7,78851.34,296.72969
2026-02-01 05:15:00,78851.34,78986.0,78735.69,78950.01,176.8731
2026-02-01 05:30:00,78950.0,78953.28,78550.0,78581.34,122.22796
2026-02-01 05:45:00,78581.34,78649.15,78527.13,78620.91,148.91205
2026-02-01 06:00:00,78620.9,78717.1,78608.0,78711.25,106.43441
2026-02-01 06:15:00,78711.25,78824.1,78685.35,78710.47,105.36972
2026-02-01 06:30:00,78710.47,78786.0,78402.0,78526.02,148.16047
2026-02-01 06:45:00,78526.02,78526.02,78266.63,78300.0,208.65946
2026-02-01 07:00:00,78300.01,78359.99,77967.69,78122.9,327.62845
2026-02-01 07:15:00,78122.9,78216.51,78002.13,78212.25,152.94972
2026-02-01 07:30:00,78212.24,78724.01,78184.0,78580.11,194.47256
2026-02-01 07:45:00,78580.12,78591.02,78342.72,78343.0,133.69473
2026-02-01 08:00:00,78343.0,78532.0,78341.99,78446.06,89.92263
2026-02-01 08:15:00,78446.07,78500.53,78252.64,78500.53,158.58748
2026-02-01 08:30:00,78500.52,78863.0,78468.43,78863.0,129.57863
2026-02-01 08:45:00,78862.99,78863.0,78551.53,78604.02,189.63515
2026-02-01 09:00:00,78604.02,78840.0,78551.15,78760.51,108.9699
2026-02-01 09:15:00,78760.51,78789.48,78640.44,78681.42,121.83405
2026-02-01 09:30:00,78681.41,78909.65,78679.67,78867.0,101.33647
2026-02-01 09:45:00,78867.0,79136.1,78750.0,79034.45,147.62187
2026-02-01 10:00:00,79034.45,79220.72,78886.78,79175.8,187.5267
2026-02-01 10:15:00,79175.79,79175.79,78993.43,79020.27,82.86696
2026-02-01 10:30:00,79020.27,79034.88,78384.93,78384.93,355.51351
2026-02-01 10:45:00,78384.94,78526.02,78148.1,78279.73,237.52848
2026-02-01 11:00:00,78279.73,78514.65,78279.72,78499.99,129.41391
2026-02-01 11:15:00,78500.0,78501.44,78311.1,78414.91,131.00954
2026-02-01 11:30:00,78414.92,78873.4,78414.92,78839.52,174.53203
2026-02-01 11:45:00,78839.53,78877.89,78707.1,78743.56,104.43108
2026-02-01 12:00:00,78743.57,78760.0,78480.0,78569.8,137.59326
2026-02-01 12:15:00,78569.81,78626.5,78244.0,78446.68,258.25963
2026-02-01 12:30:00,78446.67,78667.15,78357.11,78378.45,142.5361
2026-02-01 12:45:00,78378.46,78506.0,78378.46,78459.67,82.5183
2026-02-01 13:00:00,78459.68,78741.78,78459.68,78673.47,121.41423
2026-02-01 13:15:00,78673.47,78768.68,78608.0,78687.14,71.56456
2026-02-01 13:30:00,78687.14,78695.51,78463.66,78526.34,108.42411
2026-02-01 13:45:00,78526.34,78650.43,78203.21,78317.51,181.07142
2026-02-01 14:00:00,78317.51,78440.0,78110.0,78188.32,205.54775
2026-02-01 14:15:00,78188.31,78218.52,77816.24,77849.34,366.05394
2026-02-01 14:30:00,77849.34,78134.94,77236.68,77887.62,744.21337
2026-02-01 14:45:00,77887.63,78520.0,77812.13,78211.12,342.55572
2026-02-01 15:00:00,78211.12,78254.2,77526.28,77618.62,259.68723
2026-02-01 15:15:00,77618.63,77691.97,76931.25,76984.0,815.15313
2026-02-01 15:30:00,76984.0,77392.0,76761.98,77169.8,672.61526
2026-02-01 15:45:00,77169.8,77859.59,77152.0,77593.4,298.42205
