datetime,open,high,low,close,volume
2025-12-01 00:00:00,2991.4,2998.71,2906.41,2918.26,7377.98835
2025-12-01 00:15:00,2918.26,2924.03,2886.01,2893.64,8725.90698
2025-12-01 00:30:00,2893.64,2895.44,2863.13,2865.2,8156.18836
2025-12-01 00:45:00,2865.2,2865.2,2831.28,2836.62,6306.401
2025-12-01 01:00:00,2836.62,2859.95,2836.1,2849.47,6259.24401
2025-12-01 01:15:00,2849.47,2858.51,2842.74,2846.86,4212.57094
2025-12-01 01:30:00,2846.86,2857.51,2842.79,2851.17,2694.20201
2025-12-01 01:45:00,2851.17,2856.23,2847.13,2850.68,2133.52291
2025-12-01 02:00:00,2850.68,2873.47,2847.88,2866.72,6580.82949
2025-12-01 02:15:00,2866.72,2868.57,2853.77,2853.77,2370.55443
2025-12-01 02:30:00,2853.77,2861.52,2827.95,2851.78,3356.46582
2025-12-01 02:45:00,2851.78,2852.29,2835.45,2837.84,3414.17899
2025-12-01 03:00:00,2837.84,2841.41,2816.92,2825.35,7361.60616
2025-12-01 03:15:00,2825.35,2833.87,2817.48,2826.05,3077.53484
2025-12-01 03:30:00,2826.05,2831.38,2815.0,2830.87,5490.63028
2025-12-01 03:45:00,2830.87,2831.63,2819.48,2825.6,4896.35877
2025-12-01 04:00:00,2825.6,2827.83,2814.36,2819.43,4038.17547
2025-12-01 04:15:00,2819.43,2819.43,2807.5,2808.91,7309.65678
2025-12-01 04:30:00,2808.91,2817.72,2806.77,2814.6,4216.82108
2025-12-01 04:45:00,2814.6,2824.04,2812.11,2821.78,3612.93713
2025-12-01 05:00:00,2821.78,2825.41,2813.5,2816.29,2368.40284
2025-12-01 05:15:00,2816.29,2823.99,2810.67,2822.36,2489.78655
2025-12-01 05:30:00,2822.36,2822.36,2812.11,2815.08,1353.12521
2025-12-01 05:45:00,2815.08,2831.0,2815.08,2827.75,3095.48436
2025-12-01 06:00:00,2827.75,2835.08,2824.9,2829.56,2228.16736
2025-12-01 06:15:00,2829.56,2832.71,2825.0,2826.38,1637.65005
2025-12-01 06:30:00,2826.38,2829.98,2822.4,2828.96,1733.63145
2025-12-01 06:45:00,2828.96,2831.0,2823.44,2824.22,1041.26379
2025-12-01 07:00:00,2824.22,2826.96,2820.06,2824.55,2345.43922
2025-12-01 07:15:00,2824.55,2833.01,2822.52,2829.25,1840.88684
2025-12-01 07:30:00,2829.25,2840.22,2828.69,2839.28,4329.17034
2025-12-01 07:45:00,2839.28,2843.99,2837.66,2840.19,3546.69824
2025-12-01 08:00:00,2840.19,2846.23,2834.42,2834.97,2792.02932
2025-12-01 08:15:00,2834.97,2838.29,2832.93,2837.77,2272.30427
2025-12-01 08:30:00,2837.77,2843.4,2833.86,2841.77,1241.38297
2025-12-01 08:45:00,2841.77,2842.88,2835.0,2840.86,3406.47047
2025-12-01 09:00:00,2840.86,2852.96,2831.57,2834.43,18919.88509
2025-12-01 09:15:00,2834.43,2839.04,2828.82,2838.45,6848.92395
2025-12-01 09:30:00,2838.45,2843.13,2836.31,2842.76,17209.8962
2025-12-01 09:45:00,2842.76,2845.0,2836.28,2839.6,2140.16271
2025-12-01 10:00:00,2839.6,2846.54,2839.02,2839.04,1921.04763
2025-12-01 10:15:00,2839.04,2839.75,2837.52,2838.2,2699.52712
2025-12-01 10:30:00,2838.2,2843.18,2837.99,2842.65,4107.73292
2025-12-01 10:45:00,2842.65,2845.64,2842.32,2844.08,9628.29094
2025-12-01 11:00:00,2844.08,2845.34,2836.05,2838.56,8640.96542
2025-12-01 11:15:00,2838.56,2850.69,2838.19,2845.7,7442.46841
2025-12-01 11:30:00,2845.7,2845.97,2837.75,2837.75,8824.81192
2025-12-01 11:45:00,2837.75,2843.22,2837.59,2838.4,2679.0117
2025-12-01 12:00:00,2838.4,2840.09,2817.9,2820.45,6103.12374
2025-12-01 12:15:00,2820.45,2828.54,2819.85,2821.58,3639.18003
2025-12-01 12:30:00,2821.58,2824.5,2811.52,2817.94,4536.07003
2025-12-01 12:45:00,2817.94,2828.57,2797.34,2821.09,7427.86572
2025-12-01 13:00:00,2821.09,2840.08,2819.78,2828.08,6596.80867
2025-12-01 13:15:00,2828.08,2830.61,2821.95,2823.39,2399.35703
2025-12-01 13:30:00,2823.39,2824.02,2808.19,2809.59,6545.79784
2025-12-01 13:45:00,2809.59,2816.85,2806.17,2813.2,4997.89808
2025-12-01 14:00:00,2813.2,2825.2,2809.51,2820.94,6317.82782
2025-12-01 14:15:00,2820.94,2821.64,2813.97,2820.62,3269.97334
2025-12-01 14:30:00,2820.62,2832.0,2806.38,2812.51,6062.34644
2025-12-01 14:45:00,2812.51,2823.05,2806.62,2817.2,6017.58508
2025-12-01 15:00:00,2817.2,2819.13,2800.83,2801.42,3532.99194
2025-12-01 15:15:00,2801.42,2805.17,2767.15,2771.34,9152.49479
2025-12-01 15:30:00,2771.34,2771.34,2718.98,2724.97,10016.89734
2025-12-01 15:45:00,2724.97,2757.22,2721.23,2745.72,8580.95387
2025-12-01 16:00:00,2745.72,2749.43,2723.88,2725.71,9203.79665
2025-12-01 16:15:00,2725.71,2740.0,2719.24,2735.15,7161.08912
2025-12-01 16:30:00,2735.15,2754.54,2730.21,2748.05,5673.66125
2025-12-01 16:45:00,2748.05,2748.05,2726.22,2730.92,4142.88282
2025-12-01 17:00:00,2730.92,2743.07,2730.92,2732.66,3990.17139
2025-12-01 17:15:00,2732.66,2747.31,2729.06,2744.68,3337.61888
2025-12-01 17:30:00,2744.68,2748.52,2735.54,2748.52,2441.49248
2025-12-01 17:45:00,2748.52,2752.94,2739.18,2739.46,1944.33839
2025-12-01 18:00:00,2739.46,2758.0,2738.78,2754.52,2556.22009
2025-12-01 18:15:00,2754.52,2757.22,2746.66,2750.91,2997.18469
2025-12-01 18:30:00,2750.91,2751.04,2725.27,2727.3,2857.81293
2025-12-01 18:45:00,2727.3,2756.44,2726.28,2749.58,3316.20782
2025-12-01 19:00:00,2749.58,2752.36,2740.0,2747.66,2941.16774
2025-12-01 19:15:00,2747.66,2749.78,2736.12,2739.24,2512.31425
2025-12-01 19:30:00,2739.24,2749.47,2731.78,2735.53,2725.20074
2025-12-01 19:45:00,2735.53,2743.92,2730.59,2740.91,1292.3217
2025-12-01 20:00:00,2740.91,2770.0,2740.35,2760.47,5828.13353
2025-12-01 20:15:00,2760.47,2760.78,2748.01,2749.09,3765.10565
2025-12-01 20:30:00,2749.09,2756.97,2743.38,2756.97,5307.5559
2025-12-01 20:45:00,2756.97,2760.96,2751.41,2757.1,3517.72262
2025-12-01 21:00:00,2757.1,2775.0,2756.82,2764.55,4279.90574
2025-12-01 21:15:00,2764.55,2793.0,2763.8,2784.01,4658.78659
2025-12-01 21:30:00,2784.01,2798.3,2784.01,2795.15,10628.21906
2025-12-01 21:45:00,2795.15,2795.56,2784.58,2792.04,3219.6284
2025-12-01 22:00:00,2792.04,2813.28,2791.17,2793.61,6962.36623
2025-12-01 22:15:00,2793.61,2802.5,2793.61,2800.72,4471.19974
2025-12-01 22:30:00,2800.72,2806.47,2793.05,2801.74,2077.31518
2025-12-01 22:45:00,2801.74,2810.95,2796.86,2797.28,2233.58654
2025-12-01 23:00:00,2797.28,2806.84,2796.55,2797.75,922.72731
2025-12-01 23:15:00,2797.75,2812.6,2797.75,2812.6,1538.84751
2025-12-01 23:30:00,2812.6,2819.0,2805.67,2807.17,2728.71538
2025-12-01 23:45:00,2807.17,2807.43,2798.03,2800.06,1545.41577
2025-12-02 00:00:00,2800.06,2804.22,2791.26,2793.61,1620.95604
2025-12-02 00:15:00,2793.61,2796.48,2783.26,2790.21,1972.85281
2025-12-02 00:30:00,2790.21,2800.09,2787.55,2788.3,2150.48586
2025-12-02 00:45:00,2788.3,2798.26,2787.17,2795.61,1798.4794
2025-12-02 01:00:00,2795.61,2824.75,2793.26,2804.25,4160.29461
2025-12-02 01:15:00,2804.25,2807.98,2796.05,2804.0,1971.5131
2025-12-02 01:30:00,2804.0,2806.93,2796.22,2797.1,1556.44293
2025-12-02 01:45:00,2797.1,2799.44,2793.05,2795.02,1171.06491
2025-12-02 02:00:00,2795.02,2798.71,2786.37,2798.43,1799.86915
2025-12-02 02:15:00,2798.43,2809.53,2798.43,2806.46,1656.08717
2025-12-02 02:30:00,2806.46,2814.23,2803.99,2812.18,1662.78332
2025-12-02 02:45:00,2812.18,2814.1,2800.17,2801.21,987.32394
2025-12-02 03:00:00,2801.21,2804.17,2796.17,2802.56,656.91984
2025-12-02 03:15:00,2802.56,2802.56,2787.17,2790.87,1052.89186
2025-12-02 03:30:00,2790.87,2809.24,2785.2,2809.24,1677.86295
2025-12-02 03:45:00,2809.24,2810.34,2803.01,2804.46,1425.9472
2025-12-02 04:00:00,2804.46,2811.89,2803.9,2808.27,1278.08968
2025-12-02 04:15:00,2808.27,2814.22,2805.15,2806.14,1612.47995
2025-12-02 04:30:00,2806.14,2807.77,2803.25,2806.05,1668.55333
2025-12-02 04:45:00,2806.05,2807.96,2804.11,2804.87,697.98368
2025-12-02 05:00:00,2804.87,2806.16,2797.36,2803.12,1404.98244
2025-12-02 05:15:00,2803.12,2806.81,2799.09,2799.56,1138.9147
2025-12-02 05:30:00,2799.56,2801.53,2797.34,2799.43,1648.1943
2025-12-02 05:45:00,2799.43,2805.71,2798.39,2803.08,2363.50701
2025-12-02 06:00:00,2803.08,2803.65,2797.45,2801.67,870.59216
2025-12-02 06:15:00,2801.67,2804.7,2798.98,2802.47,759.94358
2025-12-02 06:30:00,2802.47,2813.27,2802.38,2811.46,2056.11345
2025-12-02 06:45:00,2811.46,2816.0,2809.85,2812.78,1566.49593
2025-12-02 07:00:00,2812.78,2814.28,2807.14,2808.27,1302.72595
2025-12-02 07:15:00,2808.27,2809.73,2804.17,2804.59,1441.05284
2025-12-02 07:30:00,2804.59,2807.45,2802.65,2806.28,1371.92724
2025-12-02 07:45:00,2806.28,2806.86,2803.63,2805.61,792.91039
2025-12-02 08:00:00,2805.61,2806.67,2793.85,2795.2,1558.4689
2025-12-02 08:15:00,2795.2,2796.19,2787.04,2788.31,3361.2442
2025-12-02 08:30:00,2788.31,2798.26,2782.54,2794.65,1958.86664
2025-12-02 08:45:00,2794.65,2803.63,2794.65,2797.92,1364.47901
2025-12-02 09:00:00,2797.92,2810.97,2797.06,2802.97,1883.77149
2025-12-02 09:15:00,2802.97,2809.41,2797.5,2806.37,1054.21095
2025-12-02 09:30:00,2806.37,2806.37,2796.63,2797.18,1443.14019
2025-12-02 09:45:00,2797.18,2800.11,2795.41,2797.93,1145.15417
2025-12-02 10:00:00,2797.93,2810.0,2797.39,2807.96,1552.09727
